,CWE190_Integer_Overflow__int_Environment_preinc_81a.java_v1.0,v1.0_bad,v1.0_good,v1.0_goodG2B,v1.0_goodB2G,v1.0_main,0_v1.0_bad,1_v1.0_bad,2_v1.0_bad,3_v1.0_bad,4_v1.0_bad,9_v1.0_bad,5_v1.0_bad,10_v1.0_bad,6_v1.0_bad,7_v1.0_bad,action_v1.0_bad,8_v1.0_bad,0_v1.0_good,1_v1.0_good,goodG2B_v1.0_good,goodB2G_v1.0_good,0_v1.0_goodG2B,1_v1.0_goodG2B,2_v1.0_goodG2B,3_v1.0_goodG2B,action_v1.0_goodG2B,0_v1.0_goodB2G,1_v1.0_goodB2G,2_v1.0_goodB2G,3_v1.0_goodB2G,4_v1.0_goodB2G,5_v1.0_goodB2G,9_v1.0_goodB2G,7_v1.0_goodB2G,6_v1.0_goodB2G,10_v1.0_goodB2G,8_v1.0_goodB2G,action_v1.0_goodB2G,CWE190_Integer_Overflow__int_Environment_preinc_81a.java_v1.1,v1.1_bad,v1.1_good_modify,v1.1_goodG2B,v1.1_goodB2G,v1.1_main,0_v1.1_bad,1_v1.1_bad,2_v1.1_bad,3_v1.1_bad,4_v1.1_bad,9_v1.1_bad,5_v1.1_bad,10_v1.1_bad,6_v1.1_bad,7_v1.1_bad,action_v1.1_bad,8_v1.1_bad,0_v1.1_good_modify,1_v1.1_good_modify,2_v1.1_good_modify,goodG2B_v1.1_good_modify,goodB2G_v1.1_good_modify,0_v1.1_goodG2B,1_v1.1_goodG2B,2_v1.1_goodG2B,3_v1.1_goodG2B,4_v1.1_goodG2B,action_v1.1_goodG2B,0_v1.1_goodB2G,1_v1.1_goodB2G,2_v1.1_goodB2G,3_v1.1_goodB2G,4_v1.1_goodB2G,5_v1.1_goodB2G,9_v1.1_goodB2G,6_v1.1_goodB2G,7_v1.1_goodB2G,10_v1.1_goodB2G,8_v1.1_goodB2G,action_v1.1_goodB2G,Root
4_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052428800000000025,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.1677721600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677721600000001,0.0,0.0,0.0,0.0,0.0,0.1677721600000001,0.04194304000000002,0.0,0.0,0.0,0.0,0.0,0.0
9_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03869245440000002,0.052428800000000025,0.025585254400000014,0.04194304000000002,0.04194304000000002,0.015099494400000009,0.033554432000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.11200000000000002,0.16000000000000003,0.06400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030953963520000016,0.04194304000000002,0.020468203520000013,0.033554432000000016,0.033554432000000016,0.012079595520000007,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.030953963520000016,0.033554432000000016,0.033554432000000016,0.020468203520000013,0.026843545600000015,0.012079595520000007,0.0
7_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.0,0.04194304000000002,0.1677721600000001,0.1677721600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.033554432000000016,0.0,0.0,0.0
6_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.0,0.04194304000000002,0.1677721600000001,0.1677721600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.033554432000000016,0.0,0.0,0.0
10_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025585254400000014,0.0,0.030953963520000016,0.04194304000000002,0.04194304000000002,0.020468203520000013,0.033554432000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11200000000000002,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.08960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020468203520000013,0.0,0.024763170816000015,0.033554432000000016,0.033554432000000016,0.01637456281600001,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020468203520000013,0.033554432000000016,0.033554432000000016,0.024763170816000015,0.026843545600000015,0.01637456281600001,0.0
8_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.033554432000000016,0.0,0.0,0.033554432000000016,0.13421772800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.16000000000000003,1.0,0.12800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026843545600000015,0.0,0.026843545600000015,0.0,0.0,0.026843545600000015,0.10737418240000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026843545600000015,0.0,0.0,0.026843545600000015,0.10737418240000006,0.026843545600000015,0.0
action_v1.0_goodB2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015099494400000009,0.0,0.020468203520000013,0.0,0.0,0.024763170816000015,0.033554432000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06400000000000002,0.0,0.0,0.08960000000000001,0.12800000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012079595520000007,0.0,0.01637456281600001,0.0,0.0,0.019810536652800012,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012079595520000007,0.0,0.0,0.01637456281600001,0.026843545600000015,0.019810536652800012,0.0
CWE190_Integer_Overflow__int_Environment_preinc_81a.java_v1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1.1_bad,0.0,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1.1_good_modify,0.0,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1.1_goodG2B,0.0,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1.1_goodB2G,0.0,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1.1_main,0.0,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.40960000000000013,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.40960000000000013,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030953963520000016,0.04194304000000002,0.020468203520000013,0.033554432000000016,0.033554432000000016,0.012079595520000007,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.030953963520000016,0.033554432000000016,0.033554432000000016,0.020468203520000013,0.026843545600000015,0.012079595520000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.11200000000000002,0.2,0.2,0.06400000000000002,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052428800000000025,0.0,0.0,0.0,0.0,0.0,0.052428800000000025,0.03869245440000002,0.04194304000000002,0.04194304000000002,0.025585254400000014,0.033554432000000016,0.015099494400000009,0.0
5_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.1677721600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677721600000001,0.04194304000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.0,0.0,0.0,0.0,0.0,0.2097152000000001,0.052428800000000025,0.0,0.0,0.0,0.0,0.0,0.0
10_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020468203520000013,0.0,0.024763170816000015,0.033554432000000016,0.033554432000000016,0.01637456281600001,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020468203520000013,0.033554432000000016,0.033554432000000016,0.024763170816000015,0.026843545600000015,0.01637456281600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11200000000000002,0.0,1.0,0.16000000000000003,0.16000000000000003,0.08960000000000001,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025585254400000014,0.04194304000000002,0.04194304000000002,0.030953963520000016,0.033554432000000016,0.020468203520000013,0.0
6_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.033554432000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.16000000000000003,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.1677721600000001,0.1677721600000001,0.04194304000000002,0.0,0.0,0.0
7_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.13421772800000006,0.13421772800000006,0.033554432000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.16000000000000003,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194304000000002,0.1677721600000001,0.1677721600000001,0.04194304000000002,0.0,0.0,0.0
action_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012079595520000007,0.0,0.01637456281600001,0.0,0.0,0.019810536652800012,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012079595520000007,0.0,0.0,0.01637456281600001,0.026843545600000015,0.019810536652800012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06400000000000002,0.0,0.08960000000000001,0.0,0.0,1.0,0.12800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015099494400000009,0.0,0.0,0.020468203520000013,0.033554432000000016,0.024763170816000015,0.0
8_v1.1_bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026843545600000015,0.0,0.026843545600000015,0.0,0.0,0.026843545600000015,0.10737418240000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026843545600000015,0.0,0.0,0.026843545600000015,0.10737418240000006,0.026843545600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.16000000000000003,0.0,0.0,0.12800000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033554432000000016,0.0,0.0,0.033554432000000016,0.13421772800000006,0.033554432000000016,0.0
0_v1.1_good_modify,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_v1.1_good_modify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.40960000000000013,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_v1.1_good_modify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goodG2B_v1.1_good_modify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goodB2G_v1.1_good_modify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.2621440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_v1.1_goodG2B,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_v1.1_goodG2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40960000000000013,0.40960000000000013,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
